ID,Country ,Country Code,YEAR,Population,Electricity 
BGD2017,Bangladesh,BGD,2017,159670593,88
BGD2018,Bangladesh,BGD,2018,161356039,85.16042328
BGD2019,Bangladesh,BGD,2019,163046161,0
BGD2020,Bangladesh,BGD,2020,164689000,0
NGA2016,Nigeria,NGA,2016,185960289,59.3
NGA2017,Nigeria,NGA,2017,190873311,54.4
NGA2018,Nigeria,NGA,2018,195874740,56.5
NGA2019,Nigeria,NGA,2019,200963599,0
PAK2016,Pakistan,PAK,2016,203627284,71.41359711
NGA2020,Nigeria,NGA,2020,206140000,0
BRA2016,Brazil,BRA,2016,206163058,99.7
BRA2017,Brazil,BRA,2017,207833831,100
PAK2017,Pakistan,PAK,2017,207896686,70.79
BRA2018,Brazil,BRA,2018,209469333,100
BRA2019,Brazil,BRA,2019,211049527,0
PAK2018,Pakistan,PAK,2018,212215030,71.0915467
BRA2020,Brazil,BRA,2020,212559000,0
PAK2019,Pakistan,PAK,2019,216565318,0
PAK2020,Pakistan,PAK,2020,220892000,0
IDN2016,Indonesia,IDN,2016,261554226,97.62
IDN2017,Indonesia,IDN,2017,264645886,98.14
IDN2018,Indonesia,IDN,2018,267663435,98.51
IDN2019,Indonesia,IDN,2019,270625568,0
IDN2020,Indonesia,IDN,2020,273524000,0
USA2016,United States,USA,2016,322941311,100
USA2017,United States,USA,2017,324985539,100
USA2018,United States,USA,2018,326687501,100
USA2019,United States,USA,2019,328239523,0
USA2020,United States,USA,2020,330139000,0
EMU2016,Euro area,EMU,2016,340481753,100
EMU2017,Euro area,EMU,2017,341163597,100
EMU2018,Euro area,EMU,2018,341843156,100
EMU2019,Euro area,EMU,2019,342597698,0
EMU2020,Euro area,EMU,2020,342718000,0
NAC2016,North America,NAC,2016,359115352,100
NAC2017,North America,NAC,2017,361592733,100
NAC2018,North America,NAC,2018,363809186,100
NAC2019,North America,NAC,2019,365892703,0
TMN2016,Middle East & North Africa (IDA & IBRD countries),TMN,2016,365909373,96.68600018
NAC2020,North America,NAC,2020,368051000,0
MNA2016,Middle East & North Africa (excluding high income),MNA,2016,370276461,96.72497191
TMN2017,Middle East & North Africa (IDA & IBRD countries),TMN,2017,372091950,97.33836137
MNA2017,Middle East & North Africa (excluding high income),MNA,2017,376546755,97.36630117
TMN2018,Middle East & North Africa (IDA & IBRD countries),TMN,2018,378327628,95.81008559
MNA2018,Middle East & North Africa (excluding high income),MNA,2018,382896715,95.86008363
TMN2019,Middle East & North Africa (IDA & IBRD countries),TMN,2019,384771780,0
MNA2019,Middle East & North Africa (excluding high income),MNA,2019,389457086,0
TMN2020,Middle East & North Africa (IDA & IBRD countries),TMN,2020,391344000,0
ECA2016,Europe & Central Asia (excluding high income),ECA,2016,392870484,99.9822108
ECA2017,Europe & Central Asia (excluding high income),ECA,2017,395289709,99.98336818
MNA2020,Middle East & North Africa (excluding high income),MNA,2020,396144000,0
ECA2018,Europe & Central Asia (excluding high income),ECA,2018,397435105.5,99.98397075
ECA2019,Europe & Central Asia (excluding high income),ECA,2019,399404587,0
ECA2020,Europe & Central Asia (excluding high income),ECA,2020,401116000,0
ARB2016,Arab World,ARB,2016,404024435,89.3086017
ARB2017,Arab World,ARB,2017,411898967,90.28363756
ARB2018,Arab World,ARB,2018,419790591,89.28685622
ARB2019,Arab World,ARB,2019,427870270,0
MEA2016,Middle East & North Africa,MEA,2016,433597628,97.19576403
ARB2020,Arab World,ARB,2020,436078000,0
MEA2017,Middle East & North Africa,MEA,2017,441255236,97.74727276
EUU2016,European Union,EUU,2016,445487728,99.96019634
EUU2017,European Union,EUU,2017,446131273,100
EUU2018,European Union,EUU,2018,446777673,100
EUU2020,European Union,EUU,2020,447454000,0
EUU2019,European Union,EUU,2019,447512041,0
MEA2018,Middle East & North Africa,MEA,2018,448912962,96.46889149
TEC2016,Europe & Central Asia (IDA & IBRD countries),TEC,2016,454717187,99.94563457
MEA2019,Middle East & North Africa,MEA,2019,456707404,0
TEC2017,Europe & Central Asia (IDA & IBRD countries),TEC,2017,456976356,99.98561329
TEC2018,Europe & Central Asia (IDA & IBRD countries),TEC,2018,458970243.5,99.98611983
TEC2019,Europe & Central Asia (IDA & IBRD countries),TEC,2019,460799505,0
TEC2020,Europe & Central Asia (IDA & IBRD countries),TEC,2020,462316000,0
MEA2020,Middle East & North Africa,MEA,2020,464510000,0
LAC2016,Latin America & Caribbean (excluding high income),LAC,2016,596647568,97.43791574
LAC2017,Latin America & Caribbean (excluding high income),LAC,2017,602435369,97.76484535
LAC2018,Latin America & Caribbean (excluding high income),LAC,2018,608125444,98.24238996
TLA2016,Latin America & the Caribbean (IDA & IBRD countries),TLA,2016,612506457,97.48402623
LAC2019,Latin America & Caribbean (excluding high income),LAC,2019,613773119,0
TLA2017,Latin America & the Caribbean (IDA & IBRD countries),TLA,2017,618641500,97.82471143
LIC2016,Low income,LIC,2016,618780841,38.78696466
LAC2020,Latin America & Caribbean (excluding high income),LAC,2020,619401000,0
TLA2018,Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,624681220,98.28897147
LCN2016,Latin America & Caribbean,LCN,2016,628488528,97.54536299
TLA2019,Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,630644772,0
LCN2017,Latin America & Caribbean,LCN,2017,634554056,97.87798029
LIC2017,Low income,LIC,2017,634796692,40.68770392
TLA2020,Latin America & the Caribbean (IDA & IBRD countries),TLA,2020,636529000,0
LCN2018,Latin America & Caribbean,LCN,2018,640467174,98.33114415
LCN2019,Latin America & Caribbean,LCN,2019,646430843,0
LIC2018,Low income,LIC,2018,651327587,41.91719758
LCN2020,Latin America & Caribbean,LCN,2020,652201000,0
LIC2019,Low income,LIC,2019,668454965,0
LIC2020,Low income,LIC,2020,686091000,0
HPC2016,Heavily indebted poor countries (HIPC),HPC,2016,738387254,40.98574587
FCS2016,Fragile and conflict affected situations,FCS,2016,747004599,54.1159905
HPC2017,Heavily indebted poor countries (HIPC),HPC,2017,759106221,42.21198278
FCS2017,Fragile and conflict affected situations,FCS,2017,763578047,54.78295997
HPC2018,Heavily indebted poor countries (HIPC),HPC,2018,780234406,44.62590148
FCS2018,Fragile and conflict affected situations,FCS,2018,780467640,55.01691172
FCS2019,Fragile and conflict affected situations,FCS,2019,798138587,0
HPC2019,Heavily indebted poor countries (HIPC),HPC,2019,801708035,0
FCS2020,Fragile and conflict affected situations,FCS,2020,816747000,0
HPC2020,Heavily indebted poor countries (HIPC),HPC,2020,823482000,0
PRE2016,Pre-demographic dividend,PRE,2016,869943914,45.7107132
PRE2017,Pre-demographic dividend,PRE,2017,894512725,45.49449349
ECS2016,Europe & Central Asia,ECS,2016,910904758,99.97285619
ECS2017,Europe & Central Asia,ECS,2017,914585461,99.99281029
ECS2018,Europe & Central Asia,ECS,2018,917922618.5,99.99305849
PRE2018,Pre-demographic dividend,PRE,2018,919485393,48.39636644
ECS2019,Europe & Central Asia,ECS,2019,921140092,0
ECS2020,Europe & Central Asia,ECS,2020,923217000,0
PRE2019,Pre-demographic dividend,PRE,2019,944902749,0
LDC2016,Least developed countries: UN classification,LDC,2016,963511276,46.91430671
PRE2020,Pre-demographic dividend,PRE,2020,970795000,0
LDC2017,Least developed countries: UN classification,LDC,2017,986365080,51.03766694
LDC2018,Least developed countries: UN classification,LDC,2018,1009662578,51.58346079
SSA2016,Sub-Saharan Africa (excluding high income),SSA,2016,1021168391,44.60173544
SSF2016,Sub-Saharan Africa,SSF,2016,1022526541,44.67207903
TSS2016,Sub-Saharan Africa (IDA & IBRD countries),TSS,2016,1022526541,44.67207903
LDC2019,Least developed countries: UN classification,LDC,2019,1033388876,0
SSA2017,Sub-Saharan Africa (excluding high income),SSA,2017,1048793216,44.60211844
SSF2017,Sub-Saharan Africa,SSF,2017,1050153672,44.67078097
TSS2017,Sub-Saharan Africa (IDA & IBRD countries),TSS,2017,1050153672,44.67078097
LDC2020,Least developed countries: UN classification,LDC,2020,1057439000,0
SSA2018,Sub-Saharan Africa (excluding high income),SSA,2018,1076944455,47.60310661
SSF2018,Sub-Saharan Africa,SSF,2018,1078306520,47.66631842
TSS2018,Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,1078306520,47.66631842
PST2016,Post-demographic dividend,PST,2016,1101715022,99.99849233
SSA2019,Sub-Saharan Africa (excluding high income),SSA,2019,1105594562,0
PST2017,Post-demographic dividend,PST,2017,1105771602,99.99926528
SSF2019,Sub-Saharan Africa,SSF,2019,1106957898,0
TSS2019,Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,1106957898,0
PST2018,Post-demographic dividend,PST,2018,1109441474,100
PST2019,Post-demographic dividend,PST,2019,1112914457,0
PST2020,Post-demographic dividend,PST,2020,1115289000,0
SSA2020,Sub-Saharan Africa (excluding high income),SSA,2020,1134684000,0
SSF2020,Sub-Saharan Africa,SSF,2020,1136050000,0
TSS2020,Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,1136050000,0
HIC2016,High income,HIC,2016,1219052243,99.96792345
HIC2017,High income,HIC,2017,1225031038,99.99535395
HIC2018,High income,HIC,2018,1230515710,99.9973414
HIC2019,High income,HIC,2019,1235852838,0
HIC2020,High income,HIC,2020,1239638000,0
IND2016,India,IND,2016,1324509589,89.67192078
OED2016,OECD members,OED,2016,1336645071,99.89619775
IND2017,India,IND,2017,1338658835,92.6
OED2017,OECD members,OED,2017,1344872020,99.94544851
IND2018,India,IND,2018,1352617328,95.2358551
OED2018,OECD members,OED,2018,1352645878,99.99766672
OED2019,OECD members,OED,2019,1359963500,0
OED2020,OECD members,OED,2020,1365704000,0
IND2019,India,IND,2019,1366417754,0
CHN2016,China,CHN,2016,1378665000,100
IND2020,India,IND,2020,1380004000,0
CHN2017,China,CHN,2017,1386395000,100
CHN2018,China,CHN,2018,1392730000,100
CHN2019,China,CHN,2019,1397715000,0
CHN2020,China,CHN,2020,1402667000,0
SAS2016,South Asia,SAS,2016,1771167194,86.62306947
TSA2016,South Asia (IDA & IBRD),TSA,2016,1771167194,86.62306947
SAS2017,South Asia,SAS,2017,1792835608,89.82433633
TSA2017,South Asia (IDA & IBRD),TSA,2017,1792835608,89.82433633
SAS2018,South Asia,SAS,2018,1814388744,91.62199183
TSA2018,South Asia (IDA & IBRD),TSA,2018,1814388744,91.62199183
SAS2019,South Asia,SAS,2019,1835776742,0
TSA2019,South Asia (IDA & IBRD),TSA,2019,1835776742,0
SAS2020,South Asia,SAS,2020,1856861000,0
TSA2020,South Asia (IDA & IBRD),TSA,2020,1856861000,0
TEA2016,East Asia & Pacific (IDA & IBRD countries),TEA,2016,2027771091,97.63220637
TEA2017,East Asia & Pacific (IDA & IBRD countries),TEA,2017,2042687863,98.26881377
EAP2016,East Asia & Pacific (excluding high income),EAP,2016,2053103802,96.96623958
TEA2018,East Asia & Pacific (IDA & IBRD countries),TEA,2018,2056064424,98.38320712
TEA2019,East Asia & Pacific (IDA & IBRD countries),TEA,2019,2067984156,0
EAP2017,East Asia & Pacific (excluding high income),EAP,2017,2068142784,97.62668001
TEA2020,East Asia & Pacific (IDA & IBRD countries),TEA,2020,2079755000,0
EAP2018,East Asia & Pacific (excluding high income),EAP,2018,2081639097,97.77079418
EAP2019,East Asia & Pacific (excluding high income),EAP,2019,2093675040,0
EAP2020,East Asia & Pacific (excluding high income),EAP,2020,2105558000,0
LTE2016,Late-demographic dividend,LTE,2016,2261412980,99.21498004
LTE2017,Late-demographic dividend,LTE,2017,2275534160,99.32014892
LTE2018,Late-demographic dividend,LTE,2018,2287846155,99.41005657
LTE2019,Late-demographic dividend,LTE,2019,2298470832,0
EAS2016,East Asia & Pacific,EAS,2016,2298486142,97.26212051
LTE2020,Late-demographic dividend,LTE,2020,2308543000,0
EAS2017,East Asia & Pacific,EAS,2017,2314097713,97.85712331
EAS2018,East Asia & Pacific,EAS,2018,2328138066,97.98643366
EAS2019,East Asia & Pacific,EAS,2019,2340628292,0
EAS2020,East Asia & Pacific,EAS,2020,2352512000,0
LMC2016,Lower middle income,LMC,2016,2790617792,82.5147164
UMC2016,Upper middle income,UMC,2016,2795835267,99.08136099
UMC2017,Upper middle income,UMC,2017,2817780046,99.20068329
LMC2017,Lower middle income,LMC,2017,2831466703,84.56850478
UMC2018,Upper middle income,UMC,2018,2837704209,99.42321215
UMC2019,Upper middle income,UMC,2019,2855862780,0
LMC2018,Lower middle income,LMC,2018,2872397765,86.261474
UMC2020,Upper middle income,UMC,2020,2873648000,0
LMC2019,Lower middle income,LMC,2019,2913363391,0
LMC2020,Lower middle income,LMC,2020,2954025000,0
EAR2016,Early-demographic dividend,EAR,2016,3164386912,87.27512648
EAR2017,Early-demographic dividend,EAR,2017,3206361028,89.61682593
EAR2018,Early-demographic dividend,EAR,2018,3248239444,90.72465216
EAR2019,Early-demographic dividend,EAR,2019,3290290613,0
EAR2020,Early-demographic dividend,EAR,2020,3331962000,0
MIC2016,Middle income,MIC,2016,5586453059,90.80569234
MIC2017,Middle income,MIC,2017,5649246749,91.86679684
MIC2018,Middle income,MIC,2018,5710101974,92.80229458
MIC2019,Middle income,MIC,2019,5769226171,0
MIC2020,Middle income,MIC,2020,5827673000,0
LMY2016,Low & middle income,LMY,2016,6205233900,85.61838084
LMY2017,Low & middle income,LMY,2017,6284043441,86.69678063
LMY2018,Low & middle income,LMY,2018,6361429561,87.59227754
LMY2019,Low & middle income,LMY,2019,6437681136,0
LMY2020,Low & middle income,LMY,2020,6513764000,0
WLD2016,World,WLD,2016,7424286143,87.93619515
WLD2017,World,WLD,2017,7509074479,88.83105884
WLD2018,World,WLD,2018,7591945271,89.5703145
WLD2019,World,WLD,2019,7673533974,0
WLD2020,World,WLD,2020,7753402000,0
ERI2016,Eritrea,ERI,2016,0,47.02776718
ERI2017,Eritrea,ERI,2017,0,48.32091522
ERI2018,Eritrea,ERI,2018,0,49.61554337
BMU2020,Bermuda,BMU,2020,0,0
ERI2019,Eritrea,ERI,2019,0,0
ERI2020,Eritrea,ERI,2020,0,0
GRL2020,Greenland,GRL,2020,0,0
INX2016,Not classified,INX,2016,0,0
INX2017,Not classified,INX,2017,0,0
INX2018,Not classified,INX,2018,0,0
INX2019,Not classified,INX,2019,0,0
INX2020,Not classified,INX,2020,0,0
SXM2020,Sint Maarten (Dutch part),SXM,2020,0,0
MAF2020,St. Martin (French part),MAF,2020,0,0
IDX2016,IDA only,IDX,2016,0,50.61212846
IDX2017,IDA only,IDX,2017,0,54.3585253
IDX2018,IDA only,IDX,2018,0,54.92656587
IDA2016,IDA total,IDA,2016,0,55.97755182
IDA2017,IDA total,IDA,2017,0,57.80337574
IDA2018,IDA total,IDA,2018,0,58.89140043
IDB2017,IDA blend,IDB,2017,0,64.60727344
IDB2016,IDA blend,IDB,2016,0,66.57990969
IDB2018,IDA blend,IDB,2018,0,66.72096495
IBT2016,IDA & IBRD total,IBT,2016,0,85.95484658
IBT2017,IDA & IBRD total,IBT,2017,0,87.01699092
IBT2018,IDA & IBRD total,IBT,2018,0,87.89260877
IBD2016,IBRD only,IBD,2016,0,95.93156612
IBD2017,IBRD only,IBD,2017,0,96.86893332
IBD2018,IBRD only,IBD,2018,0,97.80895514
IBD2019,IBRD only,IBD,2019,0,0
IBD2020,IBRD only,IBD,2020,0,0
IBT2019,IDA & IBRD total,IBT,2019,0,0
IBT2020,IDA & IBRD total,IBT,2020,0,0
IDB2019,IDA blend,IDB,2019,0,0
IDB2020,IDA blend,IDB,2020,0,0
IDX2019,IDA only,IDX,2019,0,0
IDX2020,IDA only,IDX,2020,0,0
IDA2019,IDA total,IDA,2019,0,0
IDA2020,IDA total,IDA,2020,0,0
